pin,class,lat,lon,address
16181320320000,211,41.87424241,-87.79630779,833 CARPENTER AVE
16181330030000,211,41.8751079,-87.7959714,808 CARPENTER AVE
16181330040000,211,41.87494023,-87.79596658,812 CARPENTER AVE
16181330230000,211,41.87432034,-87.7955376,831 S GROVE AVE
16181340220000,211,41.873082,-87.79548926,830 HARRISON ST
16181350110000,318,41.87298611,-87.79472389,812 HARRISON ST
16181350150000,212,41.87370155,-87.7942315,813 S OAK PARK AVE
16181350160000,318,41.87362061,-87.79423286,823 S OAK PARK AVE
16181350190000,318,41.87295471,-87.79432729,841 S OAK PARK AVE
16181350210000,318,41.87415364,-87.79421453,801 VAN BUREN ST
16182000060000,211,41.87917021,-87.79390386,512 S OAK PARK AVE
16182000080000,211,41.87887724,-87.79395385,520 S OAK PARK AVE
16182000180000,211,41.87919534,-87.79333842,515 S EUCLID AVE
16182000190000,211,41.87910304,-87.79332451,517 S EUCLID AVE
16182020010000,318,41.87951821,-87.79161289,649 MADISON ST
16182020030000,212,41.8795557,-87.79136153,641 MADISON ST
16182020050000,212,41.87962809,-87.79101636,633 MADISON ST
16182030030000,211,41.87955978,-87.79023444,617 MADISON ST
16182030080000,212,41.8796159,-87.78960652,603 MADISON ST
16182030300000,211,41.8784762,-87.78958936,535 S EAST AVE
16182040150000,211,41.87846094,-87.78902939,534 S EAST AVE
16182040250000,211,41.87887095,-87.788349,525 S SCOVILLE AVE
16182040400000,211,41.87940162,-87.78920163,508 S EAST AVE
16182050060000,212,41.87971227,-87.78758653,513 MADISON ST
16182050090000,212,41.87972312,-87.78705711,501 MADISON ST
16182050180000,211,41.87865226,-87.78775567,530 S SCOVILLE AVE
16182050360000,211,41.87826774,-87.78713722,543 GUNDERSON AVE 2
16182050390000,211,41.87939667,-87.78780584,508 S SCOVILLE AVE 1
16182060010000,391,41.87964626,-87.78664426,435 MADISON ST
16182060020000,391,41.8797321,-87.78643022,435 MADISON ST
16182080010000,211,41.87780824,-87.79384307,600 S OAK PARK AVE
16182080020000,211,41.87767208,-87.79387329,604 S OAK PARK AVE 1
16182090010000,211,41.87780632,-87.79264068,600 S EUCLID AVE
16182090150000,211,41.87626846,-87.79261378,646 S EUCLID AVE
16182110190000,211,41.87787734,-87.7894774,603 S EAST AVE
16182120160000,211,41.87638693,-87.78906082,644 S EAST AVE
16182130040000,211,41.87763327,-87.78777071,608 S SCOVILLE AVE
16182130230000,211,41.87737243,-87.78712931,619 GUNDERSON AVE
16182130360000,211,41.87651865,-87.78701278,502 JACKSON BLVD
16182160140000,211,41.87483213,-87.79377517,736 S OAK PARK AVE
16182160190000,211,41.87443364,-87.79370533,746 S OAK PARK AVE
16182160350000,211,41.87448498,-87.79310704,745 S EUCLID AVE
16182170100000,211,41.8747709,-87.79249309,736 S EUCLID AVE
16182180300000,211,41.87491811,-87.79072627,735 CLARENCE AVE
16182180310000,211,41.87477218,-87.79067323,737 CLARENCE AVE
16182180320000,315,41.87448011,-87.79082371,741 CLARENCE AVE
16182190240000,211,41.87537178,-87.78949585,721 S EAST AVE
16182200190000,211,41.87580296,-87.78826427,709 S SCOVILLE AVE
16182210170000,211,41.87609041,-87.78706806,701 GUNDERSON AVE 1
16182210310000,211,41.87471633,-87.78701652,741 GUNDERSON AVE
16182210320000,211,41.87458615,-87.78702872,743 GUNDERSON AVE 1ST
16182240040000,212,41.87378375,-87.79377833,810 S OAK PARK AVE
16182240090000,315,41.87413515,-87.79309409,801 S EUCLID AVE
16182240100000,211,41.87375733,-87.79309988,813 S EUCLID AVE
16182240110000,211,41.87365646,-87.79310073,815 S EUCLID AVE
16182240120000,211,41.87357655,-87.79309015,819 S EUCLID AVE
16182240130000,211,41.87348826,-87.79308527,821 S EUCLID AVE
16182240140000,211,41.87339159,-87.79308608,823 S EUCLID AVE
16182240150000,211,41.87330333,-87.79308682,827 S EUCLID AVE 1
16182240160000,211,41.87320503,-87.79296944,829 S EUCLID AVE
16182250010000,211,41.8741786,-87.79252717,800 S EUCLID AVE
16182250020000,211,41.87406625,-87.7925313,804 S EUCLID AVE
16182250170000,211,41.87417397,-87.79193214,801 WESLEY AVE
16182260320000,315,41.87290483,-87.79099872,642 HARRISON ST
16182260370000,391,41.87266713,-87.79051101,628 HARRISON
16182270240000,212,41.87268567,-87.78926261,847 S EAST AVE
16182270260000,315,41.87292306,-87.78992676,912 HARRISON
16182280320000,211,41.87266911,-87.78818205,845 S SCOVILLE AVE
